Date|Price|Market Cap
2019-01-22|1,01|332524898
2019-01-21|1,01|328795313
2019-01-20|1,02|327478050
2019-01-19|1,01|325827499
2019-01-18|1,01|326379674
2019-01-17|1,03|322975567
2019-01-16|1,01|321495519
2019-01-15|1,01|360749462
2019-01-14|1,01|365745274
2019-01-13|1,01|372399548
2019-01-12|1,01|364888858
2019-01-11|1,01|356762456
2019-01-10|1,01|346525551
2019-01-09|1|337931396
2019-01-08|1,01|327134638
2019-01-07|1,01|316560983
2019-01-06|1,01|305397453
2019-01-05|1,01|294420174
2019-01-04|1,01|293621600
2019-01-03|1,01|290759445
2019-01-02|1,02|288816454
2019-01-01|1,01|261353425
