Date|BTC Price
10-06-2018| 6786.02
11-06-2018| 6906.92
12-06-2018| 6582.36
13-06-2018| 6349.90
14-06-2018| 6675.35
15-06-2018| 6456.58
16-06-2018| 6550.16
17-06-2018| 6499.27
18-06-2018| 6734.82
19-06-2018| 6769.94
20-06-2018| 6776.55
21-06-2018| 6729.74
22-06-2018| 6083.69
23-06-2018| 6162.48
24-06-2018| 6173.23
25-06-2018| 6249.18
26-06-2018| 6093.67
27-06-2018| 6157.13
28-06-2018| 5903.44
29-06-2018| 6218.30
30-06-2018| 6404.00
01-07-2018| 6385.82
02-07-2018| 6614.18
03-07-2018| 6529.59
04-07-2018| 6597.55
05-07-2018| 6639.14
06-07-2018| 6673.50
07-07-2018| 6856.93
08-07-2018| 6773.88
09-07-2018| 6741.75
10-07-2018| 6329.95
11-07-2018| 6394.71
12-07-2018| 6228.81
13-07-2018| 6238.05
14-07-2018| 6276.12
15-07-2018| 6359.64
16-07-2018| 6741.75
17-07-2018| 7321.04
18-07-2018| 7370.78
19-07-2018| 7466.86
20-07-2018| 7354.13
21-07-2018| 7419.29
22-07-2018| 7418.49
23-07-2018| 7711.11
24-07-2018| 8424.27
25-07-2018| 8181.39
26-07-2018| 7951.58
27-07-2018| 8165.01
28-07-2018| 8192.15
29-07-2018| 8218.46
30-07-2018| 8180.48
31-07-2018| 7780.44
01-08-2018| 7624.91
02-08-2018| 7567.15
03-08-2018| 7434.39
04-08-2018| 7032.85
05-08-2018| 7068.48
06-08-2018| 6951.80
07-08-2018| 6753.12
08-08-2018| 6305.80
09-08-2018| 6568.23
10-08-2018| 6184.71
11-08-2018| 6295.73
12-08-2018| 6322.69
13-08-2018| 6297.57
14-08-2018| 6199.71
15-08-2018| 6308.52
16-08-2018| 6334.73
17-08-2018| 6580.63
18-08-2018| 6423.76
19-08-2018| 6506.07
20-08-2018| 6308.53
21-08-2018| 6488.76
22-08-2018| 6376.71
23-08-2018| 6534.88
24-08-2018| 6719.96
25-08-2018| 6763.19
26-08-2018| 6707.26
27-08-2018| 6884.64
28-08-2018| 7096.28
29-08-2018| 7047.16
30-08-2018| 6978.23
31-08-2018| 7037.58
01-09-2018| 7193.25
02-09-2018| 7272.72
03-09-2018| 7260.06
04-09-2018| 7361.66
05-09-2018| 6792.83
06-09-2018| 6529.17
07-09-2018| 6467.07
08-09-2018| 6225.98
09-09-2018| 6300.86
10-09-2018| 6329.70
11-09-2018| 6321.20
12-09-2018| 6351.80
13-09-2018| 6517.31
14-09-2018| 6512.71
15-09-2018| 6543.20
16-09-2018| 6517.18
17-09-2018| 6281.20
18-09-2018| 6371.30
19-09-2018| 6398.54
20-09-2018| 6519.67
21-09-2018| 6734.95
22-09-2018| 6721.98
23-09-2018| 6710.63
24-09-2018| 6595.41
25-09-2018| 6446.47
26-09-2018| 6495.00
27-09-2018| 6676.75
28-09-2018| 6644.13
29-09-2018| 6601.96
30-09-2018| 6625.56
01-10-2018| 6589.62
02-10-2018| 6556.10
03-10-2018| 6502.59
04-10-2018| 6576.69
05-10-2018| 6622.48
06-10-2018| 6588.31
07-10-2018| 6602.95
08-10-2018| 6652.23
09-10-2018| 6642.64
10-10-2018| 6585.53
11-10-2018| 6256.24
12-10-2018| 6274.58
13-10-2018| 6285.99
14-10-2018| 6290.93
15-10-2018| 6596.54
16-10-2018| 6596.11
17-10-2018| 6544.43
18-10-2018| 6476.71
19-10-2018| 6465.41
20-10-2018| 6489.19
21-10-2018| 6482.35
22-10-2018| 6487.16
23-10-2018| 6475.74
24-10-2018| 6495.84
25-10-2018| 6476.29
26-10-2018| 6474.75
27-10-2018| 6480.38
28-10-2018| 6486.39
29-10-2018| 6332.63
30-10-2018| 6334.27
31-10-2018| 6317.61
01-11-2018| 6377.78
02-11-2018| 6388.44
03-11-2018| 6361.26
04-11-2018| 6376.13
05-11-2018| 6419.66
06-11-2018| 6461.01
07-11-2018| 6530.14
08-11-2018| 6453.72
09-11-2018| 6385.62
10-11-2018| 6409.22
11-11-2018| 6411.27
12-11-2018| 6371.27
13-11-2018| 6359.49
14-11-2018| 5738.35
15-11-2018| 5648.03
16-11-2018| 5575.55
17-11-2018| 5554.33
18-11-2018| 5623.54
19-11-2018| 4871.49
20-11-2018| 4451.87
21-11-2018| 4602.17
22-11-2018| 4365.94
23-11-2018| 4347.11
24-11-2018| 3880.76
25-11-2018| 4009.97
26-11-2018| 3779.13
27-11-2018| 3820.72
28-11-2018| 4257.42
29-11-2018| 4278.85
30-11-2018| 4017.27
01-12-2018| 4214.67
02-12-2018| 4139.88
03-12-2018| 3894.13
04-12-2018| 3956.89
05-12-2018| 3753.99
06-12-2018| 3521.10
07-12-2018| 3419.94
08-12-2018| 3476.11
09-12-2018| 3614.23
10-12-2018| 3502.66
11-12-2018| 3424.59
12-12-2018| 3486.95
13-12-2018| 3313.68
14-12-2018| 3242.48
15-12-2018| 3236.76
16-12-2018| 3252.84
17-12-2018| 3545.86
18-12-2018| 3696.06
19-12-2018| 3745.95
20-12-2018| 4134.44
21-12-2018| 3896.54
22-12-2018| 4014.18
23-12-2018| 3998.98
24-12-2018| 4078.60
25-12-2018| 3815.49
26-12-2018| 3857.30
27-12-2018| 3654.83
28-12-2018| 3923.92
29-12-2018| 3820.41
30-12-2018| 3865.95
31-12-2018| 3742.70
01-01-2019| 3843.52
02-01-2019| 3943.41
03-01-2019| 3836.74
04-01-2019| 3857.72
05-01-2019| 3845.19
06-01-2019| 4076.63
07-01-2019| 4025.25
08-01-2019| 4030.85
09-01-2019| 4035.30
10-01-2019| 3678.92
11-01-2019| 3687.37
12-01-2019| 3661.30
13-01-2019| 3552.95
14-01-2019| 3706.05
15-01-2019| 3630.68
16-01-2019| 3655.01
17-01-2019| 3678.56
18-01-2019| 3657.84
19-01-2019| 3728.57
20-01-2019| 3601.01
21-01-2019| 3576.03
22-01-2019| 3604.58
23-01-2019| 3585.12
24-01-2019| 3600.87
25-01-2019| 3599.77
26-01-2019| 3602.46
27-01-2019| 3583.97
28-01-2019| 3470.45
29-01-2019| 3448.12
30-01-2019| 3486.18
31-01-2019| 3457.79
01-02-2019| 3487.95
02-02-2019| 3521.06
03-02-2019| 3464.01
04-02-2019| 3459.15
05-02-2019| 3466.36
06-02-2019| 3413.77
07-02-2019| 3399.47
08-02-2019| 3666.78
09-02-2019| 3671.20
10-02-2019| 3690.19
11-02-2019| 3648.43
12-02-2019| 3653.53
13-02-2019| 3632.07
14-02-2019| 3616.88
15-02-2019| 3620.81
16-02-2019| 3629.79
17-02-2019| 3673.84
18-02-2019| 3915.71
19-02-2019| 3947.09
20-02-2019| 3999.82
21-02-2019| 3954.12
22-02-2019| 4005.53
23-02-2019| 4142.53
24-02-2019| 3810.43
25-02-2019| 3882.70
26-02-2019| 3854.36
27-02-2019| 3851.05
28-02-2019| 3854.79
01-03-2019| 3859.58
02-03-2019| 3864.42
03-03-2019| 3847.18
04-03-2019| 3761.56
05-03-2019| 3896.38
06-03-2019| 3903.94
07-03-2019| 3911.48
08-03-2019| 3901.13
09-03-2019| 3963.31
10-03-2019| 3951.60
11-03-2019| 3905.23
12-03-2019| 3909.16
13-03-2019| 3906.72
14-03-2019| 3924.37
15-03-2019| 3960.91
16-03-2019| 4048.73
17-03-2019| 4025.23
18-03-2019| 4032.51
19-03-2019| 4071.19
20-03-2019| 4087.48
21-03-2019| 4029.33
22-03-2019| 4023.97
23-03-2019| 4035.83
24-03-2019| 4022.17
25-03-2019| 3963.07
26-03-2019| 3985.08
27-03-2019| 4087.07
28-03-2019| 4069.11
29-03-2019| 4098.37
30-03-2019| 4106.66
31-03-2019| 4105.40
01-04-2019| 4158.18
02-04-2019| 4879.88
03-04-2019| 4973.02
04-04-2019| 4922.80
05-04-2019| 5036.68
06-04-2019| 5059.82
07-04-2019| 5198.90
08-04-2019| 5289.77
09-04-2019| 5204.96
10-04-2019| 5324.55
11-04-2019| 5064.49
12-04-2019| 5089.54
13-04-2019| 5096.59
14-04-2019| 5167.72
15-04-2019| 5067.11
16-04-2019| 5235.56
17-04-2019| 5251.94
18-04-2019| 5298.39
19-04-2019| 5303.81
20-04-2019| 5337.89
21-04-2019| 5314.53
22-04-2019| 5399.37
23-04-2019| 5572.36
24-04-2019| 5464.87
25-04-2019| 5210.52
26-04-2019| 5279.35
27-04-2019| 5268.29
28-04-2019| 5285.14
29-04-2019| 5247.35
30-04-2019| 5350.73
01-05-2019| 5402.70
02-05-2019| 5505.28
03-05-2019| 5768.29
04-05-2019| 5831.17
05-05-2019| 5795.71
06-05-2019| 5746.81
07-05-2019| 5829.50
08-05-2019| 5982.46
09-05-2019| 6174.53
10-05-2019| 6378.85
11-05-2019| 7204.77
12-05-2019| 6972.37
13-05-2019| 7814.92
14-05-2019| 7994.42
15-05-2019| 8205.17
16-05-2019| 7884.91
17-05-2019| 7343.90
18-05-2019| 7271.21
19-05-2019| 8197.69
20-05-2019| 7978.31
21-05-2019| 7963.33
22-05-2019| 7680.07
23-05-2019| 7881.85
24-05-2019| 7987.37
25-05-2019| 8052.54
26-05-2019| 8673.22
27-05-2019| 8805.78
28-05-2019| 8719.96
29-05-2019| 8659.49
30-05-2019| 8319.47
31-05-2019| 8574.50
01-06-2019| 8564.02
02-06-2019| 8742.96
03-06-2019| 8208.99
04-06-2019| 7707.77
05-06-2019| 7824.23
06-06-2019| 7822.02
07-06-2019| 8043.95
08-06-2019| 7954.13
09-06-2019| 7688.08
10-06-2019| 8000.33
11-06-2019| 7927.71
12-06-2019| 8145.86
13-06-2019| 8230.92
14-06-2019| 8693.83
15-06-2019| 8838.38
16-06-2019| 8994.49
17-06-2019| 9320.35
18-06-2019| 9081.76
19-06-2019| 9273.52
20-06-2019| 9527.16
21-06-2019| 10144.56
22-06-2019| 10701.69
23-06-2019| 10855.37
24-06-2019| 11011.10
25-06-2019| 11790.92
26-06-2019| 13016.23
27-06-2019| 11182.81
28-06-2019| 12407.33
29-06-2019| 11959.37
30-06-2019| 10817.16
01-07-2019| 10817.16
02-07-2019| 10583.13
03-07-2019| 10801.68
04-07-2019| 11961.27
05-07-2019| 11215.44
06-07-2019| 10978.46
07-07-2019| 11208.55
08-07-2019| 11450.85
09-07-2019| 12285.96
10-07-2019| 12573.81
11-07-2019| 12156.51
12-07-2019| 11358.66
13-07-2019| 11815.99
14-07-2019| 11392.38
15-07-2019| 10256.06
16-07-2019| 10895.09
17-07-2019|9477.64
18-07-2019|9693.80
19-07-2019|10666.48
20-07-2019|10530.73
21-07-2019|10767.14
22-07-2019|10599.11
23-07-2019|10343.11
24-07-2019|9900.77
25-07-2019|9811.93
26-07-2019|9911.84
27-07-2019|9870.30
28-07-2019|9477.68
29-07-2019|9552.86
30-07-2019|9519.15
31-07-2019|9607.42
01-08-2019|10085.63
02-08-2019|10399.67
03-08-2019|10518.17
04-08-2019|10821.73
05-08-2019|10970.18
06-08-2019|11805.65
07-08-2019|11478.17
08-08-2019|11941.97
09-08-2019|11966.41
10-08-2019|11862.94
11-08-2019|11354.02
12-08-2019|11523.58
13-08-2019|11382.62
14-08-2019|10895.83
15-08-2019|10051.70
16-08-2019|10311.55
17-08-2019|10374.34
18-08-2019|10231.74
19-08-2019|10345.81
20-08-2019|10916.05
21-08-2019|10763.23
22-08-2019|10138.05
23-08-2019|10131.06
24-08-2019|10407.97
25-08-2019|10159.96
26-08-2019|10138.52
27-08-2019|10370.82
28-08-2019|10185.50
29-08-2019|9754.42
30-08-2019|9510.20
31-08-2019|9598.17
01-09-2019|9630.66
02-09-2019|9757.97
03-09-2019|10346.76
04-09-2019|10623.54
05-09-2019|10594.49
06-09-2019|10575.53
07-09-2019|10353.30
08-09-2019|10517.25
09-09-2019|10441.28
10-09-2019|10334.97
11-09-2019|10115.98
12-09-2019|10178.37
13-09-2019|10410.13
14-09-2019|10360.55
15-09-2019|10358.05
16-09-2019|10347.71
17-09-2019|10276.79
18-09-2019|10241.27
19-09-2019|10198.25
20-09-2019|10266.41
21-09-2019|10181.64
22-09-2019|10019.72
23-09-2019|10070.39
24-09-2019|9729.32
25-09-2019|8620.57
26-09-2019|8486.99
27-09-2019|8118.97
28-09-2019|8251.85
29-09-2019|8245.92
30-09-2019|8104.19
01-10-2019|8293.87
02-10-2019|8393.04
03-10-2019|8259.99
04-10-2019|8205.94
05-10-2019|8151.50
06-10-2019|7988.16
07-10-2019|8245.62
08-10-2019|8228.78
09-10-2019|8595.74
10-10-2019|8586.47
11-10-2019|8321.76
12-10-2019|8336.56
13-10-2019|8321.01
14-10-2019|8374.69
15-10-2019|8205.37
16-10-2019|8047.53
17-10-2019|8103.91
18-10-2019|7973.21
19-10-2019|7988.56
20-10-2019|8222.08
21-10-2019|8243.72
22-10-2019|8078.20
23-10-2019|7514.67
24-10-2019|7493.49
25-10-2019|8660.70
26-10-2019|9244.97
27-10-2019|9551.71
28-10-2019|9256.15
29-10-2019|9427.69
30-10-2019|9205.73
31-10-2019|9199.58
01-11-2019|9261.10
02-11-2019|9324.72
03-11-2019|9235.35
04-11-2019|9412.61
05-11-2019|9342.53
06-11-2019|9360.88
07-11-2019|9267.56
08-11-2019|8804.88
09-11-2019|8813.58
10-11-2019|9055.53
11-11-2019|8757.79
12-11-2019|8815.66
13-11-2019|8808.26
14-11-2019|8708.10
15-11-2019|8491.99
16-11-2019|8550.76
17-11-2019|8577.98
18-11-2019|8309.29
19-11-2019|8206.15
20-11-2019|8027.27
21-11-2019|7642.75
22-11-2019|7296.58
23-11-2019|7397.80
24-11-2019|7047.92
25-11-2019|7146.13
26-11-2019|7218.37
27-11-2019|7531.66
28-11-2019|7463.11
29-11-2019|7761.24
30-11-2019|7569.63
01-12-2019|7424.29
02-12-2019|7321.99
03-12-2019|7320.15
04-12-2019|7252.03
05-12-2019|7448.31
06-12-2019|7547.00
07-12-2019|7556.24
08-12-2019|7564.35
09-12-2019|7400.90
10-12-2019|7278.12
11-12-2019|7217.43
12-12-2019|7243.13
13-12-2019|7269.68
14-12-2019|7124.67
15-12-2019|7152.30
16-12-2019|6932.48
17-12-2019|6640.52
18-12-2019|7276.80
19-12-2019|7202.84
20-12-2019|7218.82
21-12-2019|7191.16
22-12-2019|7511.59
23-12-2019|7355.63
24-12-2019|7322.53
25-12-2019|7275.16
26-12-2019|7238.97
27-12-2019|7290.09
28-12-2019|7317.99
29-12-2019|7422.65
30-12-2019|7293.00
31-12-2019|7193.60
01-01-2020|7200.17
02-01-2020|6985.47
03-01-2020|7344.88
04-01-2020|7410.66
05-01-2020|7411.32
06-01-2020|7769.22
07-01-2020|8163.69
08-01-2020|8079.86
09-01-2020|7879.07
10-01-2020|8166.55
11-01-2020|8037.54
12-01-2020|8192.49
13-01-2020|8144.19
14-01-2020|8827.76
15-01-2020|8807.01
16-01-2020|8723.79
17-01-2020|8929.04
18-01-2020|8942.81
19-01-2020|8706.25
20-01-2020|8657.64
21-01-2020|8745.89
22-01-2020|8680.88
23-01-2020|8406.52
24-01-2020|8445.43
25-01-2020|8367.85
26-01-2020|8596.83
27-01-2020|8909.82
28-01-2020|9358.59
29-01-2020|9316.63
30-01-2020|9508.99
31-01-2020|9350.53
01-02-2020|9392.88
02-02-2020|9344.37
03-02-2020|9293.52
04-02-2020|9180.96
05-02-2020|9613.42
06-02-2020|9729.80
07-02-2020|9795.94
08-02-2020|9865.12
09-02-2020|10116.67
10-02-2020|9856.61
11-02-2020|10208.24
12-02-2020|10326.05
13-02-2020|10214.38
14-02-2020|10312.12
15-02-2020|9889.42
16-02-2020|9934.43
17-02-2020|9690.14
18-02-2020|10142.00
19-02-2020|9633.39
20-02-2020|9608.48
21-02-2020|9686.44
22-02-2020|9663.18
23-02-2020|9924.52
24-02-2020|9650.17
25-02-2020|9341.71
26-02-2020|8820.52
27-02-2020|8784.49
28-02-2020|8672.46
29-02-2020|8599.51
01-03-2020|8562.45
02-03-2020|8869.67
03-03-2020|8787.79
04-03-2020|8755.25
05-03-2020|9078.76
06-03-2020|9122.55
07-03-2020|8909.95
08-03-2020|8108.12
09-03-2020|7923.64
10-03-2020|7909.73
11-03-2020|7911.43
12-03-2020|4970.79
13-03-2020|5563.71
14-03-2020|5200.37
15-03-2020|5392.31
16-03-2020|5014.48
17-03-2020|5225.63
18-03-2020|5238.44
19-03-2020|6191.19
20-03-2020|6198.78
21-03-2020|6185.07
22-03-2020|5830.25
23-03-2020|6416.31
24-03-2020|6734.80
25-03-2020|6681.06
26-03-2020|6716.44
27-03-2020|6469.80
28-03-2020|6242.19
29-03-2020|5922.04
30-03-2020|6429.84
31-03-2020|6438.64
01-04-2020|6606.78
02-04-2020|6793.62
03-04-2020|6733.39
04-04-2020|6867.53
05-04-2020|6791.13
06-04-2020|7271.78
07-04-2020|7176.41
08-04-2020|7334.10
09-04-2020|7302.09
10-04-2020|6865.49
11-04-2020|6859.08
12-04-2020|6971.09
13-04-2020|6845.04
14-04-2020|6842.43
15-04-2020|6642.11
16-04-2020|7116.80
17-04-2020|7096.18
18-04-2020|7257.66
19-04-2020|7189.42
20-04-2020|6881.96
21-04-2020|6880.32
22-04-2020|7117.21
23-04-2020|7429.72
24-04-2020|7550.90
25-04-2020|7569.94
26-04-2020|7679.87
27-04-2020|7795.60
28-04-2020|7807.06
29-04-2020|8801.04
30-04-2020|8658.55
01-05-2020|8864.77
02-05-2020|8988.60
03-05-2020|8897.47
04-05-2020|8912.65
05-05-2020|9003.07
06-05-2020|9268.76
07-05-2020|9951.52
08-05-2020|9842.67
09-05-2020|9593.90
10-05-2020|8756.43
11-05-2020|8601.80
12-05-2020|8804.48
13-05-2020|9269.99
14-05-2020|9733.72
15-05-2020|9328.20
16-05-2020|9377.01
17-05-2020|9670.74
18-05-2020|9726.57
19-05-2020|9729.04
20-05-2020|9522.98
21-05-2020|9081.76
22-05-2020|9182.85
23-05-2020|9209.29
24-05-2020|8790.37
25-05-2020|8906.93
26-05-2020|8835.05
27-05-2020|9181.02
28-05-2020|9525.75
29-05-2020|9439.12
30-05-2020|9700.41
31-05-2020|9461.06
01-06-2020|10167.27
02-06-2020|9529.80
03-06-2020|9656.72
04-06-2020|9800.64
05-06-2020|9665.53
06-06-2020|9653.68
07-06-2020|9758.85
08-06-2020|9771.49
09-06-2020|9795.70
10-06-2020|9870.09
11-06-2020|9321.78
12-06-2020|9480.84
13-06-2020|9475.28
14-06-2020|9386.79
15-06-2020|9450.70
16-06-2020|9538.02
17-06-2020|9480.26
18-06-2020|9411.84
19-06-2020|9288.02
20-06-2020|9332.34
21-06-2020|9303.63
22-06-2020|9648.72
23-06-2020|9629.66
24-06-2020|9313.61
25-06-2020|9264.81
26-06-2020|9162.92
27-06-2020|9045.39
28-06-2020|9143.58
29-06-2020|9190.85
30-06-2020|9137.99
01-07-2020|9228.33
02-07-2020|9123.41
03-07-2020|9087.30
04-07-2020|9132.49
05-07-2020|9073.94
06-07-2020|9375.47
07-07-2020|9252.28
08-07-2020|9428.33
09-07-2020|9277.97
10-07-2020|9278.81
11-07-2020|9240.35
12-07-2020|9276.50
13-07-2020|9243.61
14-07-2020|9243.21
15-07-2020|9192.84
16-07-2020|9132.23
17-07-2020|9151.39
18-07-2020|9159.04
19-07-2020|9185.82
20-07-2020|9164.23
21-07-2020|9374.89
22-07-2020|9525.36
23-07-2020|9581.07
24-07-2020|9536.89
25-07-2020|9677.11
26-07-2020|9905.17
27-07-2020|10990.87
28-07-2020|10912.82
29-07-2020|11100.47
30-07-2020|11111.21
31-07-2020|11323.47
01-08-2020|11759.59
02-08-2020|11053.61
03-08-2020|11246.35
04-08-2020|11205.89
05-08-2020|11747.02
06-08-2020|11779.77
07-08-2020|11601.47
08-08-2020|11754.05
09-08-2020|11675.74
10-08-2020|11878.11
11-08-2020|11410.53
12-08-2020|11584.93
13-08-2020|11784.14
14-08-2020|11768.87
15-08-2020|11865.70
16-08-2020|11892.80
17-08-2020|12254.40
18-08-2020|11991.23
19-08-2020|11758.28
20-08-2020|11878.37
21-08-2020|11592.49
22-08-2020|11681.83
23-08-2020|11664.85
24-08-2020|11774.60
25-08-2020|11366.14
26-08-2020|11488.36
27-08-2020|11323.40
28-08-2020|11542.50
29-08-2020|11506.87
30-08-2020|11711.51
31-08-2020|11680.82
01-09-2020|11970.48
02-09-2020|11414.03
03-09-2020|10245.30
04-09-2020|10511.81
05-09-2020|10169.57
06-09-2020|10280.35
07-09-2020|10369.56
08-09-2020|10372.68
09-09-2020|10126.93
10-09-2020|10241.21
11-09-2020|10356.97
12-09-2020|10403.42
13-09-2020|10451.57
14-09-2020|10347.12
15-09-2020|10691.85
16-09-2020|10801.51
17-09-2020|10961.53
18-09-2020|10947.79
19-09-2020|10940.72
20-09-2020|11086.56
21-09-2020|10920.94
22-09-2020|10416.43
23-09-2020|10531.14
24-09-2020|10236.12
25-09-2020|10731.75
26-09-2020|10693.51
27-09-2020|10734.55
28-09-2020|10789.89
29-09-2020|10699.44
30-09-2020|10835.45
01-10-2020|10623.27
02-10-2020|10582.33
03-10-2020|10562.62
04-10-2020|10678.98
05-10-2020|10791.31
06-10-2020|10619.48
07-10-2020|10670.21
08-10-2020|10925.30
09-10-2020|11045.69
10-10-2020|11278.55
11-10-2020|11361.42
12-10-2020|11528.53
13-10-2020|11439.33
14-10-2020|11427.80
15-10-2020|11505.85
16-10-2020|11335.64
17-10-2020|11372.18
18-10-2020|11521.74
19-10-2020|11761.22
20-10-2020|11913.73
21-10-2020|12789.25
22-10-2020|12982.86
23-10-2020|12932.28
24-10-2020|13114.56
25-10-2020|13038.51
26-10-2020|13066.25
27-10-2020|13703.38
28-10-2020|13279.48
29-10-2020|13471.16
30-10-2020|13579.45
31-10-2020|13812.09
01-11-2020|13784.51
02-11-2020|13573.05
03-11-2020|14011.93
04-11-2020|14158.78
05-11-2020|15614.19
06-11-2020|15598.89
07-11-2020|14819.53
08-11-2020|15467.55
09-11-2020|15352.34
10-11-2020|15310.70
11-11-2020|15693.56
12-11-2020|16296.28
13-11-2020|16326.91
14-11-2020|16078.90
15-11-2020|15961.27
16-11-2020|16702.55
17-11-2020|17675.80
18-11-2020|17796.75
19-11-2020|17806.33
20-11-2020|18675.87
21-11-2020|18714.77
22-11-2020|18423.08
23-11-2020|18408.54
24-11-2020|19112.08
25-11-2020|18708.92
26-11-2020|17161.68
27-11-2020|17136.39
28-11-2020|17725.80
29-11-2020|18182.70
30-11-2020|19688.46
01-12-2020|18746.69
02-12-2020|19204.09
03-12-2020|19439.06
04-12-2020|18685.36
05-12-2020|19177.47
06-12-2020|19392.55
07-12-2020|19181.30
08-12-2020|18321.12
09-12-2020|18570.36
10-12-2020|18242.77
11-12-2020|18038.15
12-12-2020|18815.05
13-12-2020|19140.45
14-12-2020|19282.06
15-12-2020|19423.79
16-12-2020|21349.51
17-12-2020|22799.25
18-12-2020|23124.99
19-12-2020|23830.71
20-12-2020|23494.29
21-12-2020|22710.52
22-12-2020|23841.82
23-12-2020|23221.94
24-12-2020|23728.73
25-12-2020|24682.67
26-12-2020|26463.32
27-12-2020|26198.51
28-12-2020|27047.67
29-12-2020|27357.92
30-12-2020|28853.79
31-12-2020|28968.31
01-01-2021|29386.28
02-01-2021|32127.26
03-01-2021|32862.32
04-01-2021|32039.21
05-01-2021|33978.08
06-01-2021|36842.21
07-01-2021|39483.14
08-01-2021|40640.47
09-01-2021|40174.11
10-01-2021|38156.34
11-01-2021|35446.72
12-01-2021|33996.28
13-01-2021|37371.57
14-01-2021|39091.95
15-01-2021|36800.13
16-01-2021|36040.02
17-01-2021|35840.97
18-01-2021|36615.44
19-01-2021|35898.50
20-01-2021|35487.29
21-01-2021|30826.81
22-01-2021|32980.09
23-01-2021|32095.55
24-01-2021|32275.30
25-01-2021|32270.57
26-01-2021|32492.34
27-01-2021|30436.63
28-01-2021|33431.94
29-01-2021|34264.51
30-01-2021|34300.72
31-01-2021|33133.66
01-02-2021|33509.41
02-02-2021|35495.43
03-02-2021|37635.61
04-02-2021|36999.23
05-02-2021|38256.65
06-02-2021|39218.47
07-02-2021|38809.04
08-02-2021|46419.77
09-02-2021|46507.00
10-02-2021|44853.25
11-02-2021|48019.40
12-02-2021|47403.65
13-02-2021|47231.30
14-02-2021|48655.69
15-02-2021|47958.12
16-02-2021|49211.98
17-02-2021|52176.52
18-02-2021|51627.45
19-02-2021|56010.58
20-02-2021|55999.70
21-02-2021|57550.38
22-02-2021|54112.60
23-02-2021|48915.15
24-02-2021|49725.06
25-02-2021|47157.23
26-02-2021|46404.27
27-02-2021|46257.37
28-02-2021|45251.18
01-03-2021|49659.07
02-03-2021|48440.10
03-03-2021|50416.21
04-03-2021|48471.03
05-03-2021|48767.18
06-03-2021|48896.41
07-03-2021|50965.96
08-03-2021|52376.56
09-03-2021|54823.09
10-03-2021|55840.26
11-03-2021|57822.03
12-03-2021|57197.18
13-03-2021|61123.27
14-03-2021|58977.04
15-03-2021|55643.57
16-03-2021|56927.90
17-03-2021|58878.64
18-03-2021|57613.74
19-03-2021|58109.39
20-03-2021|58101.34
21-03-2021|57393.98
22-03-2021|55643.574625776804
23-03-2021|54396.21874594914
24-03-2021|52308.68648015119
25-03-2021|51344.89018904812
26-03-2021|55064.30570422576
27-03-2021|55830.18682334835
28-03-2021|55782.99527107218
